date,MONTH,YEAR,IEFA,Previous_IEFA,IEFA_Pct_Change,IEFA_Cumulative_Return,IEMG,Previous_IEMG,IEMG_Pct_Change,IEMG_Cumulative_Return,IJH,Previous_IJH,IJH_Pct_Change,IJH_Cumulative_Return,IJR,Previous_IJR,IJR_Pct_Change,IJR_Cumulative_Return,IVV,Previous_IVV,IVV_Pct_Change,IVV_Cumulative_Return,IWF,Previous_IWF,IWF_Pct_Change,IWF_Cumulative_Return,IWM,Previous_IWM,IWM_Pct_Change,IWM_Cumulative_Return,QQQ,Previous_QQQ,QQQ_Pct_Change,QQQ_Cumulative_Return,RSP,Previous_RSP,RSP_Pct_Change,RSP_Cumulative_Return,SCHD,Previous_SCHD,SCHD_Pct_Change,SCHD_Cumulative_Return,SPY,Previous_SPY,SPY_Pct_Change,SPY_Cumulative_Return,VEA,Previous_VEA,VEA_Pct_Change,VEA_Cumulative_Return,VGT,Previous_VGT,VGT_Pct_Change,VGT_Cumulative_Return,VIG,Previous_VIG,VIG_Pct_Change,VIG_Cumulative_Return,VO,Previous_VO,VO_Pct_Change,VO_Cumulative_Return,VOO,Previous_VOO,VOO_Pct_Change,VOO_Cumulative_Return,VTI,Previous_VTI,VTI_Pct_Change,VTI_Cumulative_Return,VTV,Previous_VTV,VTV_Pct_Change,VTV_Cumulative_Return,VUG,Previous_VUG,VUG_Pct_Change,VUG_Cumulative_Return,VWO,Previous_VWO,VWO_Pct_Change,VWO_Cumulative_Return,VXUS,Previous_VXUS,VXUS_Pct_Change,VXUS_Cumulative_Return,XLE,Previous_XLE,XLE_Pct_Change,XLE_Cumulative_Return,XLF,Previous_XLF,XLF_Pct_Change,XLF_Cumulative_Return,XLG,Previous_XLG,XLG_Pct_Change,XLG_Cumulative_Return,XLK,Previous_XLK,XLK_Pct_Change,XLK_Cumulative_Return
2014-12-01,12,2014,58.009998,,,0.0,48.990002,,,0.0,28.482000,,,0.0,54.900002,,,0.0,207.179993,,,0.0,95.970001,,,0.0,114.870003,,,0.0,104.809998,,,0.0,79.529999,,,0.0,13.456667,,,0.0,205.759995,,,0.0,39.549999,,,0.0,105.769997,,,0.0,81.000000,,,0.0,123.389999,,,0.0,188.729996,,,0.0,105.699997,,,0.0,84.379997,,,0.0,104.540001,,,0.0,41.400002,,,0.0,50.470001,,,0.0,80.099998,,,0.0,19.683184,,,0.0,14.342000,,,0.0,42.009998,,,0.0
2014-12-02,12,2014,58.139999,58.009998,0.2241010247923125,0.22410102479231142,48.959999,48.990002,-0.06124310833871777,-0.06124310833870439,28.666000,28.482000,0.646022049013412,0.6460220490134061,55.480000,54.900002,1.0564626208938936,1.0564626208938943,208.479996,207.179993,0.6274751635887931,0.6274751635887865,96.370003,95.970001,0.4167989953443889,0.4167989953443918,116.250000,114.870003,1.2013554139108014,1.2013554139107985,105.230003,104.809998,0.4007298998326476,0.4007298998326414,79.959999,79.529999,0.5406764810848294,0.540676481084823,13.523333,13.456667,0.4954124227046713,0.49541242270467745,207.089996,205.759995,0.6463846385688335,0.646384638568831,39.660000,39.549999,0.27813148617273037,0.278131486172728,106.129997,105.769997,0.3403611706635484,0.340361170663539,81.540001,81.000000,0.6666679012345679,0.6666679012345744,124.000000,123.389999,0.49436826723695815,0.4943682672369665,189.919998,188.729996,0.6305314604044182,0.6305314604044154,106.360001,105.699997,0.6244125058962869,0.6244125058962879,84.980003,84.379997,0.7110761096613929,0.7110761096613905,105.110001,104.540001,0.5452458336976675,0.5452458336976607,41.380001,41.400002,-0.04831159186900522,-0.04831159186901024,50.580002,50.470001,0.2179532352297754,0.21795323522977306,80.970001,80.099998,1.0861460945354828,1.0861460945354784,19.870024,19.683184,0.9492366682138419,0.9492366682138487,14.416000,14.342000,0.5159670896667131,0.5159670896667023,42.020000,42.009998,0.023808618129427188,0.02380861812942836
2014-12-03,12,2014,58.110001,58.139999,-0.0515961481182688,0.17238924917735154,49.130001,48.959999,0.3472263142815832,0.285770553755027,28.908001,28.666000,0.8442091676550616,1.495684994031321,56.049999,55.480000,1.027395457822639,2.0947121276971847,209.300003,208.479996,0.3933264657200013,1.0232696551930154,96.769997,96.370003,0.4150606906175981,0.833589654750555,117.370003,116.250000,0.9634434408602152,2.1763732347077624,105.419998,105.230003,0.1805521187716777,0.5820055449290429,80.440002,79.959999,0.6003039094585282,1.144226092596834,13.540000,13.523333,0.12324624410269276,0.6192692440111669,207.889999,207.089996,0.38630692715837417,1.0351885943620687,39.599998,39.660000,-0.15129097327281898,0.12641972506750587,106.680000,106.129997,0.5182351979148742,0.8603602399648302,81.949997,81.540001,0.5028157897618863,1.172835802469141,124.889999,124.000000,0.7177411290322581,1.2156576806520603,190.649994,189.919998,0.3843702652103019,1.0173253010613115,106.839996,106.360001,0.4512927749972474,1.0785232094188357,85.269997,84.980003,0.3412496937661911,1.0547523484742527,105.559998,105.110001,0.4281200606210631,0.9757002011124838,41.590000,41.380001,0.5074891129171312,0.4589323449791127,50.650002,50.580002,0.13839461690808158,0.3566494876827919,81.959999,80.970001,1.2226725796878775,2.322098684696594,19.959383,19.870024,0.4497176249007046,1.4032231777135085,14.442000,14.416000,0.18035516093229742,0.6972528238739395,42.169998,42.020000,0.35696811042360777,0.3808617177272877
2014-12-04,12,2014,57.959999,58.110001,-0.2581345679205891,-0.0861903149867338,49.209999,49.130001,0.16282922526299154,0.4490650969967369,28.858000,28.908001,-0.17296595499633477,1.320132013201314,55.790001,56.049999,-0.4638679832982691,1.621127445496251,209.050003,209.300003,-0.11944576990760959,0.9026016329675368,96.750000,96.769997,-0.020664462767318263,0.8127529351593887,116.809998,117.370003,-0.47712787397645373,1.688861277386744,105.370003,105.419998,-0.04742458826455299,0.5343049429311186,80.269997,80.440002,-0.21134385352203247,0.9304639875576948,13.516667,13.540000,-0.1723264401772526,0.44587563919060713,207.660004,207.889999,-0.11063302761380071,0.9234103062648158,39.540001,39.599998,-0.1515075834094739,-0.025279393812382978,106.739998,106.680000,0.05624109486314211,0.917085210846702,81.750000,81.949997,-0.244047598927917,0.92592592592593,124.750000,124.889999,-0.11209784700214467,1.1021971075629855,190.460007,190.649994,-0.09965224546505885,0.9166592680900587,106.709999,106.839996,-0.12167447104734073,0.9555364509612918,85.209999,85.269997,-0.0703623808031798,0.9836478188070874,105.500000,105.559998,-0.05683781843194048,0.9183078159717972,41.540001,41.590000,-0.12021880259677807,0.3381618194124636,50.500000,50.650002,-0.2961539863315306,0.05943926967624247,81.250000,81.959999,-0.8662750227705592,1.4357079010164364,19.983753,19.959383,0.12209796264744256,1.5270344472723574,14.413000,14.442000,-0.20080321285140565,0.4950495049504955,42.169998,42.169998,0.0,0.3808617177272877
2014-12-05,12,2014,58.040001,57.959999,0.1380296780198357,0.051720394818821624,49.150002,49.209999,-0.1219203438715778,0.3265972514146842,28.903999,28.858000,0.15939774066116846,1.4816340144652829,56.139999,55.790001,0.6273489760288765,2.2586465479546014,209.440002,209.050003,0.18655775862390203,1.0908432649672006,96.820000,96.750000,0.0723514211886305,0.8856923946473527,117.690002,116.809998,0.7533635947840699,2.454948138201063,105.379997,105.370003,0.009484672786808215,0.5438402927934405,80.419998,80.269997,0.18687056883781866,1.1190733197419034,13.526667,13.516667,0.0739827355368006,0.520188245722375,208.000000,207.660004,0.16372724330680455,1.0886494238104838,39.619999,39.540001,0.20232169442787828,0.1769911549176051,106.779999,106.739998,0.03747517402052041,0.9549040641459117,81.900002,81.750000,0.1834886850152905,1.111113580246914,124.959999,124.750000,0.16833587174348696,1.2723883724158114,190.800003,190.460007,0.1785130670503441,1.0968086917142683,106.949997,106.709999,0.22490675873776367,1.1825922757594753,85.430000,85.209999,0.2581868355613993,1.2443743035449595,105.529999,105.500000,0.028435071090047396,0.9470040085421516,41.509998,41.540001,-0.07222676764018374,0.26569080842073767,50.540001,50.500000,0.07920990099009902,0.13869625245299666,80.279999,81.250000,-1.1938473846153848,0.2247203551740462,20.162470,19.983753,0.8943114939421037,2.4350023857928615,14.434000,14.413000,0.14570179698882954,0.6414725979640101,42.119999,42.169998,-0.11856533642709682,0.2618448113232308
2014-12-08,12,2014,57.590000,58.040001,-0.7753290700322352,-0.7240096784695615,48.450001,49.150002,-1.424213573785816,-1.1022677647573809,28.695999,28.903999,-0.7196236064082343,0.7513482199283716,55.474998,56.139999,-1.184540455727475,1.0473515101147024,207.979996,209.440002,-0.6970998787519109,0.3861391191378294,96.050003,96.820000,-0.7952871307581079,0.0833614662565374,116.220001,117.690002,-1.2490449273677469,1.175239805643602,104.629997,105.379997,-0.7117100221591389,-0.17174029523403522,79.820000,80.419998,-0.746080595525506,0.3646435353280797,13.426667,13.526667,-0.7392804154933363,-0.22293781959529246,206.610001,208.000000,-0.6682687500000001,0.4131055699141184,39.270000,39.619999,-0.8833897244671812,-0.7079620912253337,105.360001,106.779999,-1.3298351875804006,-0.3876297736871481,81.330002,81.900002,-0.6959706789750749,0.4074098765431966,123.940002,124.959999,-0.8162588093490621,0.44574358088778077,189.500000,190.800003,-0.6813432806916675,0.40799237869957317,106.190002,106.949997,-0.7106077805687082,0.46358090246683137,84.959999,85.430000,-0.5501591946622966,0.6873690692356771,104.610001,105.529999,-0.8717881253841384,0.06696001466461876,40.840000,41.509998,-1.6140641587118358,-1.3526617704028077,49.939999,50.540001,-1.1871824062686507,-1.050132731322917,77.029999,80.279999,-4.048330892480454,-3.8327079608666104,20.259951,20.162470,0.48347747076623054,2.930252544507028,14.334000,14.434000,-0.6928086462519053,-0.05578022590991827,41.689999,42.119999,-1.020892711797073,-0.7617210550688536
2014-12-09,12,2014,57.250000,57.590000,-0.5903802743531863,-1.3101155424966593,48.009998,48.450001,-0.9081589079843362,-2.000416329846233,28.848000,28.695999,0.5296940524705204,1.2850221192332034,56.430000,55.474998,1.7214998367372631,2.7868815013886605,207.839996,207.979996,-0.06731416611816841,0.31856502669156406,96.050003,96.050003,0.0,0.0833614662565374,118.169998,116.220001,1.6778497532451406,2.8728083170677765,104.959999,104.629997,0.3153990341794619,0.1431170717129504,79.900002,79.820000,0.10022801302931597,0.4652370233275027,13.350000,13.426667,-0.5710054475917217,-0.792670280092389,206.470001,206.610001,-0.06776051465195047,0.34506513280192497,39.049999,39.270000,-0.560226636108989,-1.2642225351257252,105.959999,105.360001,0.5694741783459172,0.17963695319003214,81.260002,81.330002,-0.08606909907613185,0.320990123456788,124.150002,123.940002,0.16943682153563303,0.6159356561790785,189.350006,189.500000,-0.07915250659630606,0.32851693590880693,106.250000,106.190002,0.05650061104622636,0.5203434395556261,84.739998,84.959999,-0.25894656613637673,0.4266425844978272,104.800003,104.610001,0.18162890563398426,0.24871053904045315,40.380001,40.840000,-1.1263442703232123,-2.463770412378241,49.660000,49.939999,-0.5606708161928478,-1.6049157597599506,77.870003,77.029999,1.0904894338632927,-2.784013802347418,20.211210,20.259951,-0.2405780744484525,2.682624924910515,14.310000,14.334000,-0.1674340728338217,-0.22312090363966197,41.680000,41.689999,-0.023984169440733255,-0.7855225320410719
2014-12-10,12,2014,56.610001,57.250000,-1.1179021834061136,-2.413371915648066,47.369999,48.009998,-1.3330535860468062,-3.306803294272165,28.299999,28.848000,-1.899615224625624,-0.6390035812091854,55.165001,56.430000,-2.2417136275031013,0.48269397148654747,204.600006,207.839996,-1.5588866735736464,-1.2452877146298502,94.500000,96.050003,-1.6137459152395863,-1.5317296912396583,115.660004,118.169998,-2.12405351822042,0.6877348127169558,103.309998,104.959999,-1.5720284067456975,-1.4311611760549736,78.589996,79.900002,-1.6395569051425054,-1.1819477075562412,13.156667,13.350000,-1.4481872659176032,-2.229378195952969,203.160004,206.470001,-1.603137009719877,-1.2636037437695369,38.540001,39.049999,-1.306012837541942,-2.5537244640638335,104.230003,105.959999,-1.632687822128047,-1.4559837795967812,79.970001,81.260002,-1.587498115001277,-1.2716037037037053,122.050003,124.150002,-1.6915013823358618,-1.0859842862953606,186.380005,189.350006,-1.5685243759643714,-1.2451603082744622,104.510002,106.250000,-1.6376451764705882,-1.1258231161539123,83.339996,84.739998,-1.6521147427924179,-1.2325207833321028,103.160004,104.800003,-1.5648844971884208,-1.3200659908162882,39.799999,40.380001,-1.436359548381388,-3.864741359191237,48.990002,49.660000,-1.3491703584373742,-2.9324330704887602,75.470001,77.870003,-3.0820622929730725,-5.7802710556871695,19.951260,20.211210,-1.2861674288674454,1.3619544480202084,14.095000,14.310000,-1.5024458420684834,-1.7222144749686197,41.049999,41.680000,-1.5115187140115165,-2.2851679259780044
2014-12-11,12,2014,56.540001,56.610001,-0.12365306264523826,-2.534040770006585,46.980000,47.369999,-0.8233037961432087,-4.102882053362644,28.458000,28.299999,0.5583074402228777,-0.08426374552349403,55.330002,55.165001,0.29910449924581717,0.7832422301186748,205.539993,204.600006,0.45942667274408583,-0.7915822257991811,94.940002,94.500000,0.465610582010582,-1.0732510047592791,116.120003,115.660004,0.3977165693336825,1.0881866173538812,103.800003,103.309998,0.47430549751825574,-0.9636437546730936,78.989998,78.589996,0.5089731777057223,-0.6789903266564923,13.210000,13.156667,0.40536862413558084,-1.8330467715371057,204.190002,203.160004,0.5069885704471634,-0.7630214998790241,38.500000,38.540001,-0.10379086393900198,-2.6548647953189564,104.739998,104.230003,0.4892976929109366,-0.9738101817285738,80.419998,79.970001,0.5627072581879797,-0.71605185185184,122.699997,122.050003,0.5325636903097822,-0.5592041539768555,187.250000,186.380005,0.4667855867908148,-0.7841869503351195,104.989998,104.510002,0.45928235653464056,-0.6717114665575563,83.769997,83.339996,0.5159599479702399,-0.7229201489542647,103.570000,103.160004,0.3974369756713077,-0.9278754454957516,39.430000,39.799999,-0.9296457520011496,-4.758458707320834,48.869999,48.990002,-0.244954062259479,-3.170204018819023,75.419998,75.470001,-0.06625546487007467,-5.842696775098533,20.000000,19.951260,0.2442953477624972,1.6095769871378396,14.135000,14.095000,0.2837885775097552,-1.4433133454190505,41.230000,41.049999,0.43849209350772456,-1.8566961131490811
2014-12-12,12,2014,55.500000,56.540001,-1.8394074665828182,-4.326836901459652,46.270000,46.980000,-1.5112813963388678,-5.552157356515308,28.049999,28.458000,-1.4336952702227845,-1.5167509304121918,54.619999,55.330002,-1.283215207546893,-0.5100236608370223,202.250000,205.539993,-1.6006583205439728,-2.379570019581956,93.620003,94.940002,-1.3903507185517017,-2.4486797702544583,114.709999,116.120003,-1.2142645225388085,-0.13929136921847496,102.669998,103.800003,-1.0886367700779351,-2.04178994450509,77.760002,78.989998,-1.557154109562074,-2.2255715104435025,12.996667,13.210000,-1.6149356548069642,-3.4183799004612325,200.889999,204.190002,-1.616143282079012,-2.3668332612469256,37.790001,38.500000,-1.8441532467532467,-4.450058266752432,103.160004,104.739998,-1.508491531573258,-2.4676118691768556,79.180000,80.419998,-1.5419025501592276,-2.246913580246901,120.839996,122.699997,-1.5158932725972276,-2.066620488423865,184.210007,187.250000,-1.623494259012016,-2.3949499792285334,103.339996,104.989998,-1.5715801804282348,-2.2327351627077108,82.360001,83.769997,-1.683175421386251,-2.393927556077069,102.220001,103.570000,-1.3034652891764025,-2.2192462003133184,38.840000,39.430000,-1.4963225970073548,-6.183579411421281,47.980000,48.869999,-1.8211561657695143,-4.933625818632348,74.019997,75.419998,-1.8562729211422146,-7.590513298140156,19.610073,20.000000,-1.9496350000000002,-0.37143888915533996,13.918000,14.135000,-1.535196321188539,-2.9563519732255017,40.619999,41.230000,-1.479507640067912,-3.3087337923701
